periodo,banco,tipo_credito,creditos_miles,fecha
2020-12,BBVA,Créditos corporativo,14081596.79,2020-12-01
2020-12,Comercio,Créditos corporativo,28206.8,2020-12-01
2020-12,BCP,Créditos corporativo,25824082.75,2020-12-01
2020-12,Pichincha,Créditos corporativo,567671.94,2020-12-01
2020-12,BanBif,Créditos corporativo,2761402.81,2020-12-01
2020-12,Scotiabank,Créditos corporativo,15014427.19,2020-12-01
2020-12,Citibank,Créditos corporativo,750733.71,2020-12-01
2020-12,Interbank,Créditos corporativo,6968836.34,2020-12-01
2020-12,Mibanco,Créditos corporativo,0.0,2020-12-01
2020-12,GNB,Créditos corporativo,381931.6,2020-12-01
2020-12,Falabella,Créditos corporativo,0.0,2020-12-01
2020-12,Santander,Créditos corporativo,1812607.86,2020-12-01
2020-12,Ripley,Créditos corporativo,0.0,2020-12-01
2020-12,Azteca,Créditos corporativo,0.0,2020-12-01
2020-12,ICBC,Créditos corporativo,556706.33,2020-12-01
2020-12,Bank of China,Créditos corporativo,0.0,2020-12-01
2020-12,BBVA,Sobregiros en cuenta corriente,271.18,2020-12-01
2020-12,Comercio,Sobregiros en cuenta corriente,0.03,2020-12-01
2020-12,BCP,Sobregiros en cuenta corriente,28206.14,2020-12-01
2020-12,Pichincha,Sobregiros en cuenta corriente,68.23,2020-12-01
2020-12,BanBif,Sobregiros en cuenta corriente,21.31,2020-12-01
2020-12,Scotiabank,Sobregiros en cuenta corriente,35038.38,2020-12-01
2020-12,Citibank,Sobregiros en cuenta corriente,608.66,2020-12-01
2020-12,Interbank,Sobregiros en cuenta corriente,32162.53,2020-12-01
2020-12,Mibanco,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,GNB,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,Falabella,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,Santander,Sobregiros en cuenta corriente,4964.4,2020-12-01
2020-12,Ripley,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,Azteca,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,ICBC,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,Bank of China,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,BBVA,Tarjetas de crédito,527317.35,2020-12-01
2020-12,Comercio,Tarjetas de crédito,0.0,2020-12-01
2020-12,BCP,Tarjetas de crédito,1736.98,2020-12-01
2020-12,Pichincha,Tarjetas de crédito,12.28,2020-12-01
2020-12,BanBif,Tarjetas de crédito,63.05,2020-12-01
2020-12,Scotiabank,Tarjetas de crédito,276.55,2020-12-01
2020-12,Citibank,Tarjetas de crédito,483.93,2020-12-01
2020-12,Interbank,Tarjetas de crédito,761.09,2020-12-01
2020-12,Mibanco,Tarjetas de crédito,0.0,2020-12-01
2020-12,GNB,Tarjetas de crédito,0.0,2020-12-01
2020-12,Falabella,Tarjetas de crédito,0.0,2020-12-01
2020-12,Santander,Tarjetas de crédito,0.0,2020-12-01
2020-12,Ripley,Tarjetas de crédito,0.0,2020-12-01
2020-12,Azteca,Tarjetas de crédito,0.0,2020-12-01
2020-12,ICBC,Tarjetas de crédito,0.0,2020-12-01
2020-12,Bank of China,Tarjetas de crédito,0.0,2020-12-01
2020-12,BBVA,Descuentos,121459.71,2020-12-01
2020-12,Comercio,Descuentos,0.0,2020-12-01
2020-12,BCP,Descuentos,275707.47,2020-12-01
2020-12,Pichincha,Descuentos,20765.85,2020-12-01
2020-12,BanBif,Descuentos,31841.33,2020-12-01
2020-12,Scotiabank,Descuentos,83108.07,2020-12-01
2020-12,Citibank,Descuentos,0.0,2020-12-01
2020-12,Interbank,Descuentos,76538.18,2020-12-01
2020-12,Mibanco,Descuentos,0.0,2020-12-01
2020-12,GNB,Descuentos,0.0,2020-12-01
2020-12,Falabella,Descuentos,0.0,2020-12-01
2020-12,Santander,Descuentos,480462.74,2020-12-01
2020-12,Ripley,Descuentos,0.0,2020-12-01
2020-12,Azteca,Descuentos,0.0,2020-12-01
2020-12,ICBC,Descuentos,0.0,2020-12-01
2020-12,Bank of China,Descuentos,0.0,2020-12-01
2020-12,BBVA,Préstamos,7562962.9,2020-12-01
2020-12,Comercio,Préstamos,23304.84,2020-12-01
2020-12,BCP,Préstamos,18008311.8,2020-12-01
2020-12,Pichincha,Préstamos,227575.13,2020-12-01
2020-12,BanBif,Préstamos,1418977.83,2020-12-01
2020-12,Scotiabank,Préstamos,10598657.6,2020-12-01
2020-12,Citibank,Préstamos,73246.82,2020-12-01
2020-12,Interbank,Préstamos,4701599.67,2020-12-01
2020-12,Mibanco,Préstamos,0.0,2020-12-01
2020-12,GNB,Préstamos,337728.88,2020-12-01
2020-12,Falabella,Préstamos,0.0,2020-12-01
2020-12,Santander,Préstamos,812031.66,2020-12-01
2020-12,Ripley,Préstamos,0.0,2020-12-01
2020-12,Azteca,Préstamos,0.0,2020-12-01
2020-12,ICBC,Préstamos,363092.91,2020-12-01
2020-12,Bank of China,Préstamos,0.0,2020-12-01
2020-12,BBVA,Factoring,1108317.3,2020-12-01
2020-12,Comercio,Factoring,0.0,2020-12-01
2020-12,BCP,Factoring,1748613.53,2020-12-01
2020-12,Pichincha,Factoring,6785.6,2020-12-01
2020-12,BanBif,Factoring,167259.07,2020-12-01
2020-12,Scotiabank,Factoring,926615.92,2020-12-01
2020-12,Citibank,Factoring,472289.26,2020-12-01
2020-12,Interbank,Factoring,461358.43,2020-12-01
2020-12,Mibanco,Factoring,0.0,2020-12-01
2020-12,GNB,Factoring,0.0,2020-12-01
2020-12,Falabella,Factoring,0.0,2020-12-01
2020-12,Santander,Factoring,2751.47,2020-12-01
2020-12,Ripley,Factoring,0.0,2020-12-01
2020-12,Azteca,Factoring,0.0,2020-12-01
2020-12,ICBC,Factoring,0.0,2020-12-01
2020-12,Bank of China,Factoring,0.0,2020-12-01
2020-12,BBVA,Arrendamiento financiero y Lease-back,995383.94,2020-12-01
2020-12,Comercio,Arrendamiento financiero y Lease-back,0.0,2020-12-01
2020-12,BCP,Arrendamiento financiero y Lease-back,2565716.44,2020-12-01
2020-12,Pichincha,Arrendamiento financiero y Lease-back,20459.32,2020-12-01
2020-12,BanBif,Arrendamiento financiero y Lease-back,256103.85,2020-12-01
2020-12,Scotiabank,Arrendamiento financiero y Lease-back,1870503.99,2020-12-01
2020-12,Citibank,Arrendamiento financiero y Lease-back,0.0,2020-12-01
2020-12,Interbank,Arrendamiento financiero y Lease-back,292767.4,2020-12-01
2020-12,Mibanco,Arrendamiento financiero y Lease-back,0.0,2020-12-01
2020-12,GNB,Arrendamiento financiero y Lease-back,2784.92,2020-12-01
2020-12,Falabella,Arrendamiento financiero y Lease-back,0.0,2020-12-01
2020-12,Santander,Arrendamiento financiero y Lease-back,289129.03,2020-12-01
2020-12,Ripley,Arrendamiento financiero y Lease-back,0.0,2020-12-01
2020-12,Azteca,Arrendamiento financiero y Lease-back,0.0,2020-12-01
2020-12,ICBC,Arrendamiento financiero y Lease-back,132056.42,2020-12-01
2020-12,Bank of China,Arrendamiento financiero y Lease-back,0.0,2020-12-01
2020-12,BBVA,Comercio exterior,1484839.62,2020-12-01
2020-12,Comercio,Comercio exterior,4901.93,2020-12-01
2020-12,BCP,Comercio exterior,1252028.43,2020-12-01
2020-12,Pichincha,Comercio exterior,203393.42,2020-12-01
2020-12,BanBif,Comercio exterior,869891.31,2020-12-01
2020-12,Scotiabank,Comercio exterior,1220136.71,2020-12-01
2020-12,Citibank,Comercio exterior,0.0,2020-12-01
2020-12,Interbank,Comercio exterior,624017.54,2020-12-01
2020-12,Mibanco,Comercio exterior,0.0,2020-12-01
2020-12,GNB,Comercio exterior,41417.8,2020-12-01
2020-12,Falabella,Comercio exterior,0.0,2020-12-01
2020-12,Santander,Comercio exterior,163500.33,2020-12-01
2020-12,Ripley,Comercio exterior,0.0,2020-12-01
2020-12,Azteca,Comercio exterior,0.0,2020-12-01
2020-12,ICBC,Comercio exterior,7242.0,2020-12-01
2020-12,Bank of China,Comercio exterior,0.0,2020-12-01
2020-12,BBVA,Otros créditos corporativo,2281044.79,2020-12-01
2020-12,Comercio,Otros créditos corporativo,0.0,2020-12-01
2020-12,BCP,Otros créditos corporativo,1943761.95,2020-12-01
2020-12,Pichincha,Otros créditos corporativo,88612.11,2020-12-01
2020-12,BanBif,Otros créditos corporativo,17245.07,2020-12-01
2020-12,Scotiabank,Otros créditos corporativo,280089.98,2020-12-01
2020-12,Citibank,Otros créditos corporativo,204105.04,2020-12-01
2020-12,Interbank,Otros créditos corporativo,779631.52,2020-12-01
2020-12,Mibanco,Otros créditos corporativo,0.0,2020-12-01
2020-12,GNB,Otros créditos corporativo,0.0,2020-12-01
2020-12,Falabella,Otros créditos corporativo,0.0,2020-12-01
2020-12,Santander,Otros créditos corporativo,59768.23,2020-12-01
2020-12,Ripley,Otros créditos corporativo,0.0,2020-12-01
2020-12,Azteca,Otros créditos corporativo,0.0,2020-12-01
2020-12,ICBC,Otros créditos corporativo,54315.0,2020-12-01
2020-12,Bank of China,Otros créditos corporativo,0.0,2020-12-01
2020-12,BBVA,Créditos a grandes empresas,12662579.62,2020-12-01
2020-12,Comercio,Créditos a grandes empresas,118358.11,2020-12-01
2020-12,BCP,Créditos a grandes empresas,21313091.73,2020-12-01
2020-12,Pichincha,Créditos a grandes empresas,1871630.65,2020-12-01
2020-12,BanBif,Créditos a grandes empresas,3460444.67,2020-12-01
2020-12,Scotiabank,Créditos a grandes empresas,8202768.43,2020-12-01
2020-12,Citibank,Créditos a grandes empresas,653749.44,2020-12-01
2020-12,Interbank,Créditos a grandes empresas,8169839.9,2020-12-01
2020-12,Mibanco,Créditos a grandes empresas,0.0,2020-12-01
2020-12,GNB,Créditos a grandes empresas,286246.43,2020-12-01
2020-12,Falabella,Créditos a grandes empresas,0.2,2020-12-01
2020-12,Santander,Créditos a grandes empresas,1983191.67,2020-12-01
2020-12,Ripley,Créditos a grandes empresas,0.0,2020-12-01
2020-12,Azteca,Créditos a grandes empresas,0.0,2020-12-01
2020-12,ICBC,Créditos a grandes empresas,58335.88,2020-12-01
2020-12,Bank of China,Créditos a grandes empresas,0.0,2020-12-01
2020-12,BBVA,Sobregiros en cuenta corriente,367.29,2020-12-01
2020-12,Comercio,Sobregiros en cuenta corriente,1.27,2020-12-01
2020-12,BCP,Sobregiros en cuenta corriente,9609.11,2020-12-01
2020-12,Pichincha,Sobregiros en cuenta corriente,7818.08,2020-12-01
2020-12,BanBif,Sobregiros en cuenta corriente,1594.27,2020-12-01
2020-12,Scotiabank,Sobregiros en cuenta corriente,3543.49,2020-12-01
2020-12,Citibank,Sobregiros en cuenta corriente,2220.66,2020-12-01
2020-12,Interbank,Sobregiros en cuenta corriente,9667.38,2020-12-01
2020-12,Mibanco,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,GNB,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,Falabella,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,Santander,Sobregiros en cuenta corriente,4987.84,2020-12-01
2020-12,Ripley,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,Azteca,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,ICBC,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,Bank of China,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,BBVA,Tarjetas de crédito,6361.53,2020-12-01
2020-12,Comercio,Tarjetas de crédito,0.71,2020-12-01
2020-12,BCP,Tarjetas de crédito,7522.15,2020-12-01
2020-12,Pichincha,Tarjetas de crédito,593.43,2020-12-01
2020-12,BanBif,Tarjetas de crédito,466.38,2020-12-01
2020-12,Scotiabank,Tarjetas de crédito,1281.61,2020-12-01
2020-12,Citibank,Tarjetas de crédito,864.83,2020-12-01
2020-12,Interbank,Tarjetas de crédito,764.36,2020-12-01
2020-12,Mibanco,Tarjetas de crédito,0.0,2020-12-01
2020-12,GNB,Tarjetas de crédito,0.0,2020-12-01
2020-12,Falabella,Tarjetas de crédito,0.2,2020-12-01
2020-12,Santander,Tarjetas de crédito,0.0,2020-12-01
2020-12,Ripley,Tarjetas de crédito,0.0,2020-12-01
2020-12,Azteca,Tarjetas de crédito,0.0,2020-12-01
2020-12,ICBC,Tarjetas de crédito,0.0,2020-12-01
2020-12,Bank of China,Tarjetas de crédito,0.0,2020-12-01
2020-12,BBVA,Descuentos,523386.93,2020-12-01
2020-12,Comercio,Descuentos,1522.01,2020-12-01
2020-12,BCP,Descuentos,809204.12,2020-12-01
2020-12,Pichincha,Descuentos,100503.96,2020-12-01
2020-12,BanBif,Descuentos,95522.82,2020-12-01
2020-12,Scotiabank,Descuentos,235847.85,2020-12-01
2020-12,Citibank,Descuentos,0.0,2020-12-01
2020-12,Interbank,Descuentos,280385.89,2020-12-01
2020-12,Mibanco,Descuentos,0.0,2020-12-01
2020-12,GNB,Descuentos,345.6,2020-12-01
2020-12,Falabella,Descuentos,0.0,2020-12-01
2020-12,Santander,Descuentos,136445.87,2020-12-01
2020-12,Ripley,Descuentos,0.0,2020-12-01
2020-12,Azteca,Descuentos,0.0,2020-12-01
2020-12,ICBC,Descuentos,10863.0,2020-12-01
2020-12,Bank of China,Descuentos,0.0,2020-12-01
2020-12,BBVA,Préstamos,8686366.94,2020-12-01
2020-12,Comercio,Préstamos,81105.13,2020-12-01
2020-12,BCP,Préstamos,16336463.38,2020-12-01
2020-12,Pichincha,Préstamos,1270674.65,2020-12-01
2020-12,BanBif,Préstamos,2260174.41,2020-12-01
2020-12,Scotiabank,Préstamos,6039401.75,2020-12-01
2020-12,Citibank,Préstamos,242615.32,2020-12-01
2020-12,Interbank,Préstamos,6200243.83,2020-12-01
2020-12,Mibanco,Préstamos,0.0,2020-12-01
2020-12,GNB,Préstamos,187701.88,2020-12-01
2020-12,Falabella,Préstamos,0.0,2020-12-01
2020-12,Santander,Préstamos,1162691.68,2020-12-01
2020-12,Ripley,Préstamos,0.0,2020-12-01
2020-12,Azteca,Préstamos,0.0,2020-12-01
2020-12,ICBC,Préstamos,41641.5,2020-12-01
2020-12,Bank of China,Préstamos,0.0,2020-12-01
2020-12,BBVA,Factoring,137750.02,2020-12-01
2020-12,Comercio,Factoring,0.0,2020-12-01
2020-12,BCP,Factoring,252087.61,2020-12-01
2020-12,Pichincha,Factoring,16798.9,2020-12-01
2020-12,BanBif,Factoring,75963.77,2020-12-01
2020-12,Scotiabank,Factoring,132593.07,2020-12-01
2020-12,Citibank,Factoring,167547.39,2020-12-01
2020-12,Interbank,Factoring,100233.66,2020-12-01
2020-12,Mibanco,Factoring,0.0,2020-12-01
2020-12,GNB,Factoring,0.0,2020-12-01
2020-12,Falabella,Factoring,0.0,2020-12-01
2020-12,Santander,Factoring,17859.04,2020-12-01
2020-12,Ripley,Factoring,0.0,2020-12-01
2020-12,Azteca,Factoring,0.0,2020-12-01
2020-12,ICBC,Factoring,0.0,2020-12-01
2020-12,Bank of China,Factoring,0.0,2020-12-01
2020-12,BBVA,Arrendamiento financiero y Lease-back,1387479.1,2020-12-01
2020-12,Comercio,Arrendamiento financiero y Lease-back,2495.36,2020-12-01
2020-12,BCP,Arrendamiento financiero y Lease-back,2594829.75,2020-12-01
2020-12,Pichincha,Arrendamiento financiero y Lease-back,118343.36,2020-12-01
2020-12,BanBif,Arrendamiento financiero y Lease-back,426386.37,2020-12-01
2020-12,Scotiabank,Arrendamiento financiero y Lease-back,981912.38,2020-12-01
2020-12,Citibank,Arrendamiento financiero y Lease-back,0.0,2020-12-01
2020-12,Interbank,Arrendamiento financiero y Lease-back,639543.3,2020-12-01
2020-12,Mibanco,Arrendamiento financiero y Lease-back,0.0,2020-12-01
2020-12,GNB,Arrendamiento financiero y Lease-back,16109.52,2020-12-01
2020-12,Falabella,Arrendamiento financiero y Lease-back,0.0,2020-12-01
2020-12,Santander,Arrendamiento financiero y Lease-back,342901.52,2020-12-01
2020-12,Ripley,Arrendamiento financiero y Lease-back,0.0,2020-12-01
2020-12,Azteca,Arrendamiento financiero y Lease-back,0.0,2020-12-01
2020-12,ICBC,Arrendamiento financiero y Lease-back,5831.38,2020-12-01
2020-12,Bank of China,Arrendamiento financiero y Lease-back,0.0,2020-12-01
2020-12,BBVA,Comercio exterior,1791209.78,2020-12-01
2020-12,Comercio,Comercio exterior,33233.62,2020-12-01
2020-12,BCP,Comercio exterior,1041164.98,2020-12-01
2020-12,Pichincha,Comercio exterior,356898.25,2020-12-01
2020-12,BanBif,Comercio exterior,565849.29,2020-12-01
2020-12,Scotiabank,Comercio exterior,803384.19,2020-12-01
2020-12,Citibank,Comercio exterior,240501.25,2020-12-01
2020-12,Interbank,Comercio exterior,664941.16,2020-12-01
2020-12,Mibanco,Comercio exterior,0.0,2020-12-01
2020-12,GNB,Comercio exterior,73294.0,2020-12-01
2020-12,Falabella,Comercio exterior,0.0,2020-12-01
2020-12,Santander,Comercio exterior,318305.73,2020-12-01
2020-12,Ripley,Comercio exterior,0.0,2020-12-01
2020-12,Azteca,Comercio exterior,0.0,2020-12-01
2020-12,ICBC,Comercio exterior,0.0,2020-12-01
2020-12,Bank of China,Comercio exterior,0.0,2020-12-01
2020-12,BBVA,Otros créditos a grandes empresas,129658.04,2020-12-01
2020-12,Comercio,Otros créditos a grandes empresas,0.0,2020-12-01
2020-12,BCP,Otros créditos a grandes empresas,262210.62,2020-12-01
2020-12,Pichincha,Otros créditos a grandes empresas,0.0,2020-12-01
2020-12,BanBif,Otros créditos a grandes empresas,34487.36,2020-12-01
2020-12,Scotiabank,Otros créditos a grandes empresas,4804.08,2020-12-01
2020-12,Citibank,Otros créditos a grandes empresas,0.0,2020-12-01
2020-12,Interbank,Otros créditos a grandes empresas,274060.33,2020-12-01
2020-12,Mibanco,Otros créditos a grandes empresas,0.0,2020-12-01
2020-12,GNB,Otros créditos a grandes empresas,8795.42,2020-12-01
2020-12,Falabella,Otros créditos a grandes empresas,0.0,2020-12-01
2020-12,Santander,Otros créditos a grandes empresas,0.0,2020-12-01
2020-12,Ripley,Otros créditos a grandes empresas,0.0,2020-12-01
2020-12,Azteca,Otros créditos a grandes empresas,0.0,2020-12-01
2020-12,ICBC,Otros créditos a grandes empresas,0.0,2020-12-01
2020-12,Bank of China,Otros créditos a grandes empresas,0.0,2020-12-01
2020-12,BBVA,Créditos a medianas empresas,19909335.61,2020-12-01
2020-12,Comercio,Créditos a medianas empresas,120753.19,2020-12-01
2020-12,BCP,Créditos a medianas empresas,27701202.85,2020-12-01
2020-12,Pichincha,Créditos a medianas empresas,1541981.73,2020-12-01
2020-12,BanBif,Créditos a medianas empresas,1979910.08,2020-12-01
2020-12,Scotiabank,Créditos a medianas empresas,8301457.77,2020-12-01
2020-12,Citibank,Créditos a medianas empresas,62132.14,2020-12-01
2020-12,Interbank,Créditos a medianas empresas,5226021.76,2020-12-01
2020-12,Mibanco,Créditos a medianas empresas,536396.35,2020-12-01
2020-12,GNB,Créditos a medianas empresas,342431.93,2020-12-01
2020-12,Falabella,Créditos a medianas empresas,0.63,2020-12-01
2020-12,Santander,Créditos a medianas empresas,736786.96,2020-12-01
2020-12,Ripley,Créditos a medianas empresas,0.0,2020-12-01
2020-12,Azteca,Créditos a medianas empresas,0.0,2020-12-01
2020-12,ICBC,Créditos a medianas empresas,56498.51,2020-12-01
2020-12,Bank of China,Créditos a medianas empresas,0.0,2020-12-01
2020-12,BBVA,Sobregiros en cuenta corriente,4676.42,2020-12-01
2020-12,Comercio,Sobregiros en cuenta corriente,171.71,2020-12-01
2020-12,BCP,Sobregiros en cuenta corriente,25149.26,2020-12-01
2020-12,Pichincha,Sobregiros en cuenta corriente,1682.03,2020-12-01
2020-12,BanBif,Sobregiros en cuenta corriente,8697.09,2020-12-01
2020-12,Scotiabank,Sobregiros en cuenta corriente,3471.61,2020-12-01
2020-12,Citibank,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,Interbank,Sobregiros en cuenta corriente,7605.37,2020-12-01
2020-12,Mibanco,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,GNB,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,Falabella,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,Santander,Sobregiros en cuenta corriente,794.78,2020-12-01
2020-12,Ripley,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,Azteca,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,ICBC,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,Bank of China,Sobregiros en cuenta corriente,0.0,2020-12-01
2020-12,BBVA,Tarjetas de crédito,302711.99,2020-12-01
2020-12,Comercio,Tarjetas de crédito,0.14,2020-12-01
2020-12,BCP,Tarjetas de crédito,800322.71,2020-12-01
2020-12,Pichincha,Tarjetas de crédito,1354.64,2020-12-01
2020-12,BanBif,Tarjetas de crédito,6667.2,2020-12-01
2020-12,Scotiabank,Tarjetas de crédito,31966.65,2020-12-01
2020-12,Citibank,Tarjetas de crédito,59.85,2020-12-01
2020-12,Interbank,Tarjetas de crédito,801.9,2020-12-01
2020-12,Mibanco,Tarjetas de crédito,0.0,2020-12-01
2020-12,GNB,Tarjetas de crédito,0.0,2020-12-01
2020-12,Falabella,Tarjetas de crédito,0.63,2020-12-01
2020-12,Santander,Tarjetas de crédito,0.0,2020-12-01
2020-12,Ripley,Tarjetas de crédito,0.0,2020-12-01
2020-12,Azteca,Tarjetas de crédito,0.0,2020-12-01
2020-12,ICBC,Tarjetas de crédito,0.0,2020-12-01
2020-12,Bank of China,Tarjetas de crédito,0.0,2020-12-01
2020-12,BBVA,Descuentos,245088.66,2020-12-01
2020-12,Comercio,Descuentos,3029.16,2020-12-01
2020-12,BCP,Descuentos,391282.71,2020-12-01
2020-12,Pichincha,Descuentos,64066.64,2020-12-01
2020-12,BanBif,Descuentos,71139.74,2020-12-01
2020-12,Scotiabank,Descuentos,166690.35,2020-12-01
2020-12,Citibank,Descuentos,0.0,2020-12-01
2020-12,Interbank,Descuentos,112357.98,2020-12-01
2020-12,Mibanco,Descuentos,0.0,2020-12-01
2020-12,GNB,Descuentos,1304.93,2020-12-01
2020-12,Falabella,Descuentos,0.0,2020-12-01
2020-12,Santander,Descuentos,41472.03,2020-12-01
2020-12,Ripley,Descuentos,0.0,2020-12-01
2020-12,Azteca,Descuentos,0.0,2020-12-01
2020-12,ICBC,Descuentos,0.0,2020-12-01
2020-12,Bank of China,Descuentos,0.0,2020-12-01
2020-12,BBVA,Préstamos,17023333.46,2020-12-01
2020-12,Comercio,Préstamos,104785.34,2020-12-01
2020-12,BCP,Préstamos,24645385.36,2020-12-01
2020-12,Pichincha,Préstamos,1167369.43,2020-12-01
2020-12,BanBif,Préstamos,1351137.09,2020-12-01
2020-12,Scotiabank,Préstamos,7304340.24,2020-12-01
2020-12,Citibank,Préstamos,54813.72,2020-12-01
2020-12,Interbank,Préstamos,4494565.49,2020-12-01
2020-12,Mibanco,Préstamos,536396.35,2020-12-01
2020-12,GNB,Préstamos,260728.53,2020-12-01
2020-12,Falabella,Préstamos,0.0,2020-12-01
2020-12,Santander,Préstamos,518068.31,2020-12-01
2020-12,Ripley,Préstamos,0.0,2020-12-01
2020-12,Azteca,Préstamos,0.0,2020-12-01
2020-12,ICBC,Préstamos,0.0,2020-12-01
2020-12,Bank of China,Préstamos,0.0,2020-12-01
2020-12,BBVA,Factoring,49475.22,2020-12-01
2020-12,Comercio,Factoring,0.0,2020-12-01
2020-12,BCP,Factoring,152952.69,2020-12-01
2020-12,Pichincha,Factoring,974.53,2020-12-01
2020-12,BanBif,Factoring,589.73,2020-12-01
2020-12,Scotiabank,Factoring,41176.68,2020-12-01
2020-12,Citibank,Factoring,7258.57,2020-12-01
2020-12,Interbank,Factoring,10401.62,2020-12-01
2020-12,Mibanco,Factoring,0.0,2020-12-01
2020-12,GNB,Factoring,0.0,2020-12-01
2020-12,Falabella,Factoring,0.0,2020-12-01
2020-12,Santander,Factoring,0.0,2020-12-01
2020-12,Ripley,Factoring,0.0,2020-12-01
2020-12,Azteca,Factoring,0.0,2020-12-01
2020-12,ICBC,Factoring,0.0,2020-12-01
2020-12,Bank of China,Factoring,0.0,2020-12-01
2020-12,BBVA,Arrendamiento financiero y Lease-back,1285530.57,2020-12-01
2020-12,Comercio,Arrendamiento financiero y Lease-back,3871.13,2020-12-01
2020-12,BCP,Arrendamiento financiero y Lease-back,749787.29,2020-12-01
2020-12,Pichincha,Arrendamiento financiero y Lease-back,201623.05,2020-12-01
2020-12,BanBif,Arrendamiento financiero y Lease-back,359030.5,2020-12-01
2020-12,Scotiabank,Arrendamiento financiero y Lease-back,586027.88,2020-12-01
2020-12,Citibank,Arrendamiento financiero y Lease-back,0.0,2020-12-01
2020-12,Interbank,Arrendamiento financiero y Lease-back,301363.0,2020-12-01
2020-12,Mibanco,Arrendamiento financiero y Lease-back,0.0,2020-12-01
2020-12,GNB,Arrendamiento financiero y Lease-back,15566.12,2020-12-01
2020-12,Falabella,Arrendamiento financiero y Lease-back,0.0,2020-12-01
2020-12,Santander,Arrendamiento financiero y Lease-back,122328.44,2020-12-01
2020-12,Ripley,Arrendamiento financiero y Lease-back,0.0,2020-12-01
2020-12,Azteca,Arrendamiento financiero y Lease-back,0.0,2020-12-01
2020-12,ICBC,Arrendamiento financiero y Lease-back,373.01,2020-12-01
2020-12,Bank of China,Arrendamiento financiero y Lease-back,0.0,2020-12-01
2020-12,BBVA,Comercio exterior,370629.9,2020-12-01
2020-12,Comercio,Comercio exterior,5394.5,2020-12-01
2020-12,BCP,Comercio exterior,242284.77,2020-12-01
2020-12,Pichincha,Comercio exterior,104777.33,2020-12-01
2020-12,BanBif,Comercio exterior,89229.7,2020-12-01
2020-12,Scotiabank,Comercio exterior,121569.86,2020-12-01
2020-12,Citibank,Comercio exterior,0.0,2020-12-01
2020-12,Interbank,Comercio exterior,62648.05,2020-12-01
2020-12,Mibanco,Comercio exterior,0.0,2020-12-01
2020-12,GNB,Comercio exterior,2158.26,2020-12-01
2020-12,Falabella,Comercio exterior,0.0,2020-12-01
2020-12,Santander,Comercio exterior,52896.26,2020-12-01
2020-12,Ripley,Comercio exterior,0.0,2020-12-01
2020-12,Azteca,Comercio exterior,0.0,2020-12-01
2020-12,ICBC,Comercio exterior,0.0,2020-12-01
2020-12,Bank of China,Comercio exterior,0.0,2020-12-01
2020-12,BBVA,Otros créditos a medianas empresas,627889.39,2020-12-01
2020-12,Comercio,Otros créditos a medianas empresas,3501.2,2020-12-01
2020-12,BCP,Otros créditos a medianas empresas,694038.07,2020-12-01
2020-12,Pichincha,Otros créditos a medianas empresas,134.07,2020-12-01
2020-12,BanBif,Otros créditos a medianas empresas,93419.02,2020-12-01
2020-12,Scotiabank,Otros créditos a medianas empresas,46214.48,2020-12-01
2020-12,Citibank,Otros créditos a medianas empresas,0.0,2020-12-01
2020-12,Interbank,Otros créditos a medianas empresas,236278.35,2020-12-01
2020-12,Mibanco,Otros créditos a medianas empresas,0.0,2020-12-01
2020-12,GNB,Otros créditos a medianas empresas,62674.09,2020-12-01
2020-12,Falabella,Otros créditos a medianas empresas,0.0,2020-12-01
2020-12,Santander,Otros créditos a medianas empresas,1227.15,2020-12-01
2020-12,Ripley,Otros créditos a medianas empresas,0.0,2020-12-01
2020-12,Azteca,Otros créditos a medianas empresas,0.0,2020-12-01
2020-12,ICBC,Otros créditos a medianas empresas,56125.5,2020-12-01
2020-12,Bank of China,Otros créditos a medianas empresas,0.0,2020-12-01
2020-12,BBVA,Créditos a pequeñas empresas,3414100.08,2020-12-01
2020-12,Comercio,Créditos a pequeñas empresas,6621.85,2020-12-01
2020-12,BCP,Créditos a pequeñas empresas,7444770.17,2020-12-01
2020-12,Pichincha,Créditos a pequeñas empresas,487755.36,2020-12-01
