periodo,banco,tipo_credito,creditos_miles,fecha
2021-12,BanBif,Préstamos Revolventes,122.27,2021-12-01
2021-12,Scotiabank,Préstamos Revolventes,549.65,2021-12-01
2021-12,Citibank,Préstamos Revolventes,0.0,2021-12-01
2021-12,Interbank,Préstamos Revolventes,8266.61,2021-12-01
2021-12,Mibanco,Préstamos Revolventes,0.0,2021-12-01
2021-12,GNB,Préstamos Revolventes,0.0,2021-12-01
2021-12,Falabella,Préstamos Revolventes,0.0,2021-12-01
2021-12,Santander,Préstamos Revolventes,0.0,2021-12-01
2021-12,Ripley,Préstamos Revolventes,0.0,2021-12-01
2021-12,Alfin Banco,Préstamos Revolventes,0.0,2021-12-01
2021-12,ICBC,Préstamos Revolventes,0.0,2021-12-01
2021-12,Bank of China,Préstamos Revolventes,0.0,2021-12-01
2021-12,BBVA,Préstamos no Revolventes,5833930.59,2021-12-01
2021-12,Comercio,Préstamos no Revolventes,1414609.24,2021-12-01
2021-12,BCP,Préstamos no Revolventes,9599682.49,2021-12-01
2021-12,Pichincha,Préstamos no Revolventes,2153438.16,2021-12-01
2021-12,BanBif,Préstamos no Revolventes,1431179.6,2021-12-01
2021-12,Scotiabank,Préstamos no Revolventes,6738396.84,2021-12-01
2021-12,Citibank,Préstamos no Revolventes,0.0,2021-12-01
2021-12,Interbank,Préstamos no Revolventes,10033905.79,2021-12-01
2021-12,Mibanco,Préstamos no Revolventes,598152.55,2021-12-01
2021-12,GNB,Préstamos no Revolventes,1420196.5,2021-12-01
2021-12,Falabella,Préstamos no Revolventes,1422527.28,2021-12-01
2021-12,Santander,Préstamos no Revolventes,0.0,2021-12-01
2021-12,Ripley,Préstamos no Revolventes,759338.58,2021-12-01
2021-12,Alfin Banco,Préstamos no Revolventes,372308.79,2021-12-01
2021-12,ICBC,Préstamos no Revolventes,0.0,2021-12-01
2021-12,Bank of China,Préstamos no Revolventes,0.0,2021-12-01
2021-12,BBVA,Préstamos autos,452248.67,2021-12-01
2021-12,Comercio,Préstamos autos,0.0,2021-12-01
2021-12,BCP,Préstamos autos,813473.19,2021-12-01
2021-12,Pichincha,Préstamos autos,1613.28,2021-12-01
2021-12,BanBif,Préstamos autos,201737.48,2021-12-01
2021-12,Scotiabank,Préstamos autos,155527.05,2021-12-01
2021-12,Citibank,Préstamos autos,0.0,2021-12-01
2021-12,Interbank,Préstamos autos,143727.46,2021-12-01
2021-12,Mibanco,Préstamos autos,0.0,2021-12-01
2021-12,GNB,Préstamos autos,830.85,2021-12-01
2021-12,Falabella,Préstamos autos,3164.34,2021-12-01
2021-12,Santander,Préstamos autos,0.0,2021-12-01
2021-12,Ripley,Préstamos autos,0.0,2021-12-01
2021-12,Alfin Banco,Préstamos autos,0.0,2021-12-01
2021-12,ICBC,Préstamos autos,0.0,2021-12-01
2021-12,Bank of China,Préstamos autos,0.0,2021-12-01
2021-12,BBVA,Arrendamiento financiero y Lease-back,0.0,2021-12-01
2021-12,Comercio,Arrendamiento financiero y Lease-back,0.0,2021-12-01
2021-12,BCP,Arrendamiento financiero y Lease-back,0.0,2021-12-01
2021-12,Pichincha,Arrendamiento financiero y Lease-back,0.0,2021-12-01
2021-12,BanBif,Arrendamiento financiero y Lease-back,0.0,2021-12-01
2021-12,Scotiabank,Arrendamiento financiero y Lease-back,0.0,2021-12-01
2021-12,Citibank,Arrendamiento financiero y Lease-back,0.0,2021-12-01
2021-12,Interbank,Arrendamiento financiero y Lease-back,0.0,2021-12-01
2021-12,Mibanco,Arrendamiento financiero y Lease-back,0.0,2021-12-01
2021-12,GNB,Arrendamiento financiero y Lease-back,0.0,2021-12-01
2021-12,Falabella,Arrendamiento financiero y Lease-back,0.0,2021-12-01
2021-12,Santander,Arrendamiento financiero y Lease-back,0.0,2021-12-01
2021-12,Ripley,Arrendamiento financiero y Lease-back,0.0,2021-12-01
2021-12,Alfin Banco,Arrendamiento financiero y Lease-back,0.0,2021-12-01
2021-12,ICBC,Arrendamiento financiero y Lease-back,0.0,2021-12-01
2021-12,Bank of China,Arrendamiento financiero y Lease-back,0.0,2021-12-01
2021-12,BBVA,Pignoraticios,0.0,2021-12-01
2021-12,Comercio,Pignoraticios,11663.4,2021-12-01
2021-12,BCP,Pignoraticios,0.0,2021-12-01
2021-12,Pichincha,Pignoraticios,0.0,2021-12-01
2021-12,BanBif,Pignoraticios,0.0,2021-12-01
2021-12,Scotiabank,Pignoraticios,0.0,2021-12-01
2021-12,Citibank,Pignoraticios,0.0,2021-12-01
2021-12,Interbank,Pignoraticios,0.0,2021-12-01
2021-12,Mibanco,Pignoraticios,0.0,2021-12-01
2021-12,GNB,Pignoraticios,0.0,2021-12-01
2021-12,Falabella,Pignoraticios,0.0,2021-12-01
2021-12,Santander,Pignoraticios,0.0,2021-12-01
2021-12,Ripley,Pignoraticios,0.0,2021-12-01
2021-12,Alfin Banco,Pignoraticios,0.0,2021-12-01
2021-12,ICBC,Pignoraticios,0.0,2021-12-01
2021-12,Bank of China,Pignoraticios,0.0,2021-12-01
2021-12,BBVA,Otros créditos de consumo,0.0,2021-12-01
2021-12,Comercio,Otros créditos de consumo,0.0,2021-12-01
2021-12,BCP,Otros créditos de consumo,0.0,2021-12-01
2021-12,Pichincha,Otros créditos de consumo,185643.24,2021-12-01
2021-12,BanBif,Otros créditos de consumo,0.0,2021-12-01
2021-12,Scotiabank,Otros créditos de consumo,501763.7,2021-12-01
2021-12,Citibank,Otros créditos de consumo,0.0,2021-12-01
2021-12,Interbank,Otros créditos de consumo,88.91,2021-12-01
2021-12,Mibanco,Otros créditos de consumo,0.0,2021-12-01
2021-12,GNB,Otros créditos de consumo,29.07,2021-12-01
2021-12,Falabella,Otros créditos de consumo,0.0,2021-12-01
2021-12,Santander,Otros créditos de consumo,4757.58,2021-12-01
2021-12,Ripley,Otros créditos de consumo,0.0,2021-12-01
2021-12,Alfin Banco,Otros créditos de consumo,0.0,2021-12-01
2021-12,ICBC,Otros créditos de consumo,0.0,2021-12-01
2021-12,Bank of China,Otros créditos de consumo,0.0,2021-12-01
2021-12,BBVA,Créditos hipotecarios para vivienda,14383976.45,2021-12-01
2021-12,Comercio,Créditos hipotecarios para vivienda,87761.08,2021-12-01
2021-12,BCP,Créditos hipotecarios para vivienda,18506345.45,2021-12-01
2021-12,Pichincha,Créditos hipotecarios para vivienda,1229261.22,2021-12-01
2021-12,BanBif,Créditos hipotecarios para vivienda,2526246.49,2021-12-01
2021-12,Scotiabank,Créditos hipotecarios para vivienda,9590413.97,2021-12-01
2021-12,Citibank,Créditos hipotecarios para vivienda,0.0,2021-12-01
2021-12,Interbank,Créditos hipotecarios para vivienda,8572799.68,2021-12-01
2021-12,Mibanco,Créditos hipotecarios para vivienda,459392.49,2021-12-01
2021-12,GNB,Créditos hipotecarios para vivienda,729458.97,2021-12-01
2021-12,Falabella,Créditos hipotecarios para vivienda,268.06,2021-12-01
2021-12,Santander,Créditos hipotecarios para vivienda,0.0,2021-12-01
2021-12,Ripley,Créditos hipotecarios para vivienda,0.0,2021-12-01
2021-12,Alfin Banco,Créditos hipotecarios para vivienda,0.0,2021-12-01
2021-12,ICBC,Créditos hipotecarios para vivienda,0.0,2021-12-01
2021-12,Bank of China,Créditos hipotecarios para vivienda,0.0,2021-12-01
2021-12,BBVA,Préstamos,13847042.41,2021-12-01
2021-12,Comercio,Préstamos,410.58,2021-12-01
2021-12,BCP,Préstamos,14841048.06,2021-12-01
2021-12,Pichincha,Préstamos,425179.1,2021-12-01
2021-12,BanBif,Préstamos,1881902.22,2021-12-01
2021-12,Scotiabank,Préstamos,9001940.9,2021-12-01
2021-12,Citibank,Préstamos,0.0,2021-12-01
2021-12,Interbank,Préstamos,7180979.37,2021-12-01
2021-12,Mibanco,Préstamos,458925.52,2021-12-01
2021-12,GNB,Préstamos,499379.42,2021-12-01
2021-12,Falabella,Préstamos,130.65,2021-12-01
2021-12,Santander,Préstamos,0.0,2021-12-01
2021-12,Ripley,Préstamos,0.0,2021-12-01
2021-12,Alfin Banco,Préstamos,0.0,2021-12-01
2021-12,ICBC,Préstamos,0.0,2021-12-01
2021-12,Bank of China,Préstamos,0.0,2021-12-01
2021-12,BBVA,Préstamos Mivivienda,536934.04,2021-12-01
2021-12,Comercio,Préstamos Mivivienda,87350.49,2021-12-01
2021-12,BCP,Préstamos Mivivienda,3665297.38,2021-12-01
2021-12,Pichincha,Préstamos Mivivienda,799259.81,2021-12-01
2021-12,BanBif,Préstamos Mivivienda,644344.27,2021-12-01
2021-12,Scotiabank,Préstamos Mivivienda,588473.07,2021-12-01
2021-12,Citibank,Préstamos Mivivienda,0.0,2021-12-01
2021-12,Interbank,Préstamos Mivivienda,1391820.31,2021-12-01
2021-12,Mibanco,Préstamos Mivivienda,466.97,2021-12-01
2021-12,GNB,Préstamos Mivivienda,230079.55,2021-12-01
2021-12,Falabella,Préstamos Mivivienda,137.4,2021-12-01
2021-12,Santander,Préstamos Mivivienda,0.0,2021-12-01
2021-12,Ripley,Préstamos Mivivienda,0.0,2021-12-01
2021-12,Alfin Banco,Préstamos Mivivienda,0.0,2021-12-01
2021-12,ICBC,Préstamos Mivivienda,0.0,2021-12-01
2021-12,Bank of China,Préstamos Mivivienda,0.0,2021-12-01
2021-12,BBVA,Otros créditos hipotecarios para vivienda,0.0,2021-12-01
2021-12,Comercio,Otros créditos hipotecarios para vivienda,0.0,2021-12-01
2021-12,BCP,Otros créditos hipotecarios para vivienda,0.0,2021-12-01
2021-12,Pichincha,Otros créditos hipotecarios para vivienda,4822.31,2021-12-01
2021-12,BanBif,Otros créditos hipotecarios para vivienda,0.0,2021-12-01
2021-12,Scotiabank,Otros créditos hipotecarios para vivienda,0.0,2021-12-01
2021-12,Citibank,Otros créditos hipotecarios para vivienda,0.0,2021-12-01
2021-12,Interbank,Otros créditos hipotecarios para vivienda,0.0,2021-12-01
2021-12,Mibanco,Otros créditos hipotecarios para vivienda,0.0,2021-12-01
2021-12,GNB,Otros créditos hipotecarios para vivienda,0.0,2021-12-01
2021-12,Falabella,Otros créditos hipotecarios para vivienda,0.0,2021-12-01
2021-12,Santander,Otros créditos hipotecarios para vivienda,0.0,2021-12-01
2021-12,Ripley,Otros créditos hipotecarios para vivienda,0.0,2021-12-01
2021-12,Alfin Banco,Otros créditos hipotecarios para vivienda,0.0,2021-12-01
2021-12,ICBC,Otros créditos hipotecarios para vivienda,0.0,2021-12-01
2021-12,Bank of China,Otros créditos hipotecarios para vivienda,0.0,2021-12-01
2022-12,BBVA,Créditos corporativo,14121225.33,2022-12-01
2022-12,Comercio,Créditos corporativo,44102.95,2022-12-01
2022-12,BCP,Créditos corporativo,33677188.2,2022-12-01
2022-12,Pichincha,Créditos corporativo,874999.92,2022-12-01
2022-12,BanBif,Créditos corporativo,3216770.3,2022-12-01
2022-12,Scotiabank,Créditos corporativo,17151256.59,2022-12-01
2022-12,Citibank,Créditos corporativo,729958.52,2022-12-01
2022-12,Interbank,Créditos corporativo,8405319.48,2022-12-01
2022-12,Mibanco,Créditos corporativo,0.0,2022-12-01
2022-12,GNB,Créditos corporativo,650750.56,2022-12-01
2022-12,Falabella,Créditos corporativo,0.0,2022-12-01
2022-12,Santander,Créditos corporativo,2384884.18,2022-12-01
2022-12,Ripley,Créditos corporativo,0.0,2022-12-01
2022-12,Alfin Banco,Créditos corporativo,0.0,2022-12-01
2022-12,ICBC,Créditos corporativo,1012397.65,2022-12-01
2022-12,Bank of China,Créditos corporativo,98210.0,2022-12-01
2022-12,BCI,Créditos corporativo,89082.0,2022-12-01
2022-12,BBVA,Sobregiros en cuenta corriente,12859.01,2022-12-01
2022-12,Comercio,Sobregiros en cuenta corriente,0.07,2022-12-01
2022-12,BCP,Sobregiros en cuenta corriente,187762.11,2022-12-01
2022-12,Pichincha,Sobregiros en cuenta corriente,37.62,2022-12-01
2022-12,BanBif,Sobregiros en cuenta corriente,22.69,2022-12-01
2022-12,Scotiabank,Sobregiros en cuenta corriente,28824.73,2022-12-01
2022-12,Citibank,Sobregiros en cuenta corriente,0.0,2022-12-01
2022-12,Interbank,Sobregiros en cuenta corriente,24149.47,2022-12-01
2022-12,Mibanco,Sobregiros en cuenta corriente,0.0,2022-12-01
2022-12,GNB,Sobregiros en cuenta corriente,0.0,2022-12-01
2022-12,Falabella,Sobregiros en cuenta corriente,0.0,2022-12-01
2022-12,Santander,Sobregiros en cuenta corriente,1281.36,2022-12-01
2022-12,Ripley,Sobregiros en cuenta corriente,0.0,2022-12-01
2022-12,Alfin Banco,Sobregiros en cuenta corriente,0.0,2022-12-01
2022-12,ICBC,Sobregiros en cuenta corriente,0.0,2022-12-01
2022-12,Bank of China,Sobregiros en cuenta corriente,0.0,2022-12-01
2022-12,BCI,Sobregiros en cuenta corriente,0.0,2022-12-01
2022-12,BBVA,Tarjetas de crédito,424031.85,2022-12-01
2022-12,Comercio,Tarjetas de crédito,0.0,2022-12-01
2022-12,BCP,Tarjetas de crédito,168838.17,2022-12-01
2022-12,Pichincha,Tarjetas de crédito,106.61,2022-12-01
2022-12,BanBif,Tarjetas de crédito,240.62,2022-12-01
2022-12,Scotiabank,Tarjetas de crédito,490.06,2022-12-01
2022-12,Citibank,Tarjetas de crédito,18299.44,2022-12-01
2022-12,Interbank,Tarjetas de crédito,1226.12,2022-12-01
2022-12,Mibanco,Tarjetas de crédito,0.0,2022-12-01
2022-12,GNB,Tarjetas de crédito,0.0,2022-12-01
2022-12,Falabella,Tarjetas de crédito,0.0,2022-12-01
2022-12,Santander,Tarjetas de crédito,0.0,2022-12-01
2022-12,Ripley,Tarjetas de crédito,0.0,2022-12-01
2022-12,Alfin Banco,Tarjetas de crédito,0.0,2022-12-01
2022-12,ICBC,Tarjetas de crédito,0.0,2022-12-01
2022-12,Bank of China,Tarjetas de crédito,0.0,2022-12-01
2022-12,BCI,Tarjetas de crédito,0.0,2022-12-01
2022-12,BBVA,Descuentos,212255.03,2022-12-01
2022-12,Comercio,Descuentos,839.95,2022-12-01
2022-12,BCP,Descuentos,473739.66,2022-12-01
2022-12,Pichincha,Descuentos,8568.29,2022-12-01
2022-12,BanBif,Descuentos,36486.55,2022-12-01
2022-12,Scotiabank,Descuentos,132761.3,2022-12-01
2022-12,Citibank,Descuentos,0.0,2022-12-01
2022-12,Interbank,Descuentos,323023.81,2022-12-01
2022-12,Mibanco,Descuentos,0.0,2022-12-01
2022-12,GNB,Descuentos,0.0,2022-12-01
2022-12,Falabella,Descuentos,0.0,2022-12-01
2022-12,Santander,Descuentos,420443.78,2022-12-01
2022-12,Ripley,Descuentos,0.0,2022-12-01
2022-12,Alfin Banco,Descuentos,0.0,2022-12-01
2022-12,ICBC,Descuentos,148.83,2022-12-01
2022-12,Bank of China,Descuentos,0.0,2022-12-01
2022-12,BCI,Descuentos,0.0,2022-12-01
2022-12,BBVA,Préstamos,6888443.56,2022-12-01
2022-12,Comercio,Préstamos,10965.46,2022-12-01
2022-12,BCP,Préstamos,21143587.38,2022-12-01
2022-12,Pichincha,Préstamos,185720.0,2022-12-01
2022-12,BanBif,Préstamos,1659091.5,2022-12-01
2022-12,Scotiabank,Préstamos,11785353.36,2022-12-01
2022-12,Citibank,Préstamos,28681.28,2022-12-01
2022-12,Interbank,Préstamos,4715257.17,2022-12-01
2022-12,Mibanco,Préstamos,0.0,2022-12-01
2022-12,GNB,Préstamos,530715.91,2022-12-01
2022-12,Falabella,Préstamos,0.0,2022-12-01
2022-12,Santander,Préstamos,1307500.31,2022-12-01
2022-12,Ripley,Préstamos,0.0,2022-12-01
2022-12,Alfin Banco,Préstamos,0.0,2022-12-01
2022-12,ICBC,Préstamos,857822.69,2022-12-01
2022-12,Bank of China,Préstamos,98210.0,2022-12-01
2022-12,BCI,Préstamos,89082.0,2022-12-01
2022-12,BBVA,Factoring,1314368.69,2022-12-01
2022-12,Comercio,Factoring,0.0,2022-12-01
2022-12,BCP,Factoring,2640203.33,2022-12-01
2022-12,Pichincha,Factoring,0.0,2022-12-01
2022-12,BanBif,Factoring,289720.36,2022-12-01
2022-12,Scotiabank,Factoring,1281166.98,2022-12-01
2022-12,Citibank,Factoring,379164.85,2022-12-01
2022-12,Interbank,Factoring,870425.06,2022-12-01
2022-12,Mibanco,Factoring,0.0,2022-12-01
2022-12,GNB,Factoring,0.0,2022-12-01
2022-12,Falabella,Factoring,0.0,2022-12-01
2022-12,Santander,Factoring,78563.29,2022-12-01
2022-12,Ripley,Factoring,0.0,2022-12-01
2022-12,Alfin Banco,Factoring,0.0,2022-12-01
2022-12,ICBC,Factoring,0.0,2022-12-01
2022-12,Bank of China,Factoring,0.0,2022-12-01
2022-12,BCI,Factoring,0.0,2022-12-01
2022-12,BBVA,Arrendamiento financiero y Lease-back,636779.62,2022-12-01
2022-12,Comercio,Arrendamiento financiero y Lease-back,0.0,2022-12-01
2022-12,BCP,Arrendamiento financiero y Lease-back,3313119.46,2022-12-01
2022-12,Pichincha,Arrendamiento financiero y Lease-back,13922.09,2022-12-01
2022-12,BanBif,Arrendamiento financiero y Lease-back,199125.08,2022-12-01
2022-12,Scotiabank,Arrendamiento financiero y Lease-back,1526525.7,2022-12-01
2022-12,Citibank,Arrendamiento financiero y Lease-back,0.0,2022-12-01
2022-12,Interbank,Arrendamiento financiero y Lease-back,263698.8,2022-12-01
2022-12,Mibanco,Arrendamiento financiero y Lease-back,0.0,2022-12-01
2022-12,GNB,Arrendamiento financiero y Lease-back,2213.89,2022-12-01
2022-12,Falabella,Arrendamiento financiero y Lease-back,0.0,2022-12-01
2022-12,Santander,Arrendamiento financiero y Lease-back,303166.8,2022-12-01
2022-12,Ripley,Arrendamiento financiero y Lease-back,0.0,2022-12-01
2022-12,Alfin Banco,Arrendamiento financiero y Lease-back,0.0,2022-12-01
2022-12,ICBC,Arrendamiento financiero y Lease-back,76354.04,2022-12-01
2022-12,Bank of China,Arrendamiento financiero y Lease-back,0.0,2022-12-01
2022-12,BCI,Arrendamiento financiero y Lease-back,0.0,2022-12-01
2022-12,BBVA,Comercio exterior,1990946.43,2022-12-01
2022-12,Comercio,Comercio exterior,32297.46,2022-12-01
2022-12,BCP,Comercio exterior,3146804.16,2022-12-01
2022-12,Pichincha,Comercio exterior,339040.61,2022-12-01
2022-12,BanBif,Comercio exterior,1010563.25,2022-12-01
2022-12,Scotiabank,Comercio exterior,2165965.31,2022-12-01
2022-12,Citibank,Comercio exterior,0.0,2022-12-01
2022-12,Interbank,Comercio exterior,2042054.94,2022-12-01
2022-12,Mibanco,Comercio exterior,0.0,2022-12-01
2022-12,GNB,Comercio exterior,117820.76,2022-12-01
2022-12,Falabella,Comercio exterior,0.0,2022-12-01
2022-12,Santander,Comercio exterior,199250.31,2022-12-01
2022-12,Ripley,Comercio exterior,0.0,2022-12-01
2022-12,Alfin Banco,Comercio exterior,0.0,2022-12-01
2022-12,ICBC,Comercio exterior,26488.23,2022-12-01
2022-12,Bank of China,Comercio exterior,0.0,2022-12-01
2022-12,BCI,Comercio exterior,0.0,2022-12-01
2022-12,BBVA,Otros créditos corporativo,2641541.15,2022-12-01
2022-12,Comercio,Otros créditos corporativo,0.0,2022-12-01
2022-12,BCP,Otros créditos corporativo,2603133.92,2022-12-01
2022-12,Pichincha,Otros créditos corporativo,327604.68,2022-12-01
2022-12,BanBif,Otros créditos corporativo,21520.23,2022-12-01
2022-12,Scotiabank,Otros créditos corporativo,230169.14,2022-12-01
2022-12,Citibank,Otros créditos corporativo,303812.95,2022-12-01
2022-12,Interbank,Otros créditos corporativo,165484.1,2022-12-01
2022-12,Mibanco,Otros créditos corporativo,0.0,2022-12-01
2022-12,GNB,Otros créditos corporativo,0.0,2022-12-01
2022-12,Falabella,Otros créditos corporativo,0.0,2022-12-01
2022-12,Santander,Otros créditos corporativo,74678.33,2022-12-01
2022-12,Ripley,Otros créditos corporativo,0.0,2022-12-01
2022-12,Alfin Banco,Otros créditos corporativo,0.0,2022-12-01
2022-12,ICBC,Otros créditos corporativo,51583.86,2022-12-01
2022-12,Bank of China,Otros créditos corporativo,0.0,2022-12-01
2022-12,BCI,Otros créditos corporativo,0.0,2022-12-01
2022-12,BBVA,Créditos a grandes empresas,12737814.25,2022-12-01
2022-12,Comercio,Créditos a grandes empresas,114511.41,2022-12-01
2022-12,BCP,Créditos a grandes empresas,20717169.79,2022-12-01
2022-12,Pichincha,Créditos a grandes empresas,1685385.52,2022-12-01
2022-12,BanBif,Créditos a grandes empresas,3838759.42,2022-12-01
2022-12,Scotiabank,Créditos a grandes empresas,8743448.46,2022-12-01
2022-12,Citibank,Créditos a grandes empresas,1011255.16,2022-12-01
2022-12,Interbank,Créditos a grandes empresas,7161403.6,2022-12-01
2022-12,Mibanco,Créditos a grandes empresas,0.0,2022-12-01
2022-12,GNB,Créditos a grandes empresas,433083.36,2022-12-01
2022-12,Falabella,Créditos a grandes empresas,0.0,2022-12-01
2022-12,Santander,Créditos a grandes empresas,2717983.81,2022-12-01
2022-12,Ripley,Créditos a grandes empresas,0.0,2022-12-01
2022-12,Alfin Banco,Créditos a grandes empresas,0.0,2022-12-01
2022-12,ICBC,Créditos a grandes empresas,154229.13,2022-12-01
2022-12,Bank of China,Créditos a grandes empresas,0.0,2022-12-01
2022-12,BCI,Créditos a grandes empresas,123725.83,2022-12-01
2022-12,BBVA,Sobregiros en cuenta corriente,13864.21,2022-12-01
2022-12,Comercio,Sobregiros en cuenta corriente,5.5,2022-12-01
2022-12,BCP,Sobregiros en cuenta corriente,15968.01,2022-12-01
2022-12,Pichincha,Sobregiros en cuenta corriente,257.84,2022-12-01
2022-12,BanBif,Sobregiros en cuenta corriente,5627.99,2022-12-01
2022-12,Scotiabank,Sobregiros en cuenta corriente,6760.18,2022-12-01
2022-12,Citibank,Sobregiros en cuenta corriente,8143.68,2022-12-01
2022-12,Interbank,Sobregiros en cuenta corriente,23569.98,2022-12-01
2022-12,Mibanco,Sobregiros en cuenta corriente,0.0,2022-12-01
2022-12,GNB,Sobregiros en cuenta corriente,0.0,2022-12-01
2022-12,Falabella,Sobregiros en cuenta corriente,0.0,2022-12-01
2022-12,Santander,Sobregiros en cuenta corriente,4040.92,2022-12-01
2022-12,Ripley,Sobregiros en cuenta corriente,0.0,2022-12-01
2022-12,Alfin Banco,Sobregiros en cuenta corriente,0.0,2022-12-01
2022-12,ICBC,Sobregiros en cuenta corriente,0.0,2022-12-01
2022-12,Bank of China,Sobregiros en cuenta corriente,0.0,2022-12-01
2022-12,BCI,Sobregiros en cuenta corriente,0.0,2022-12-01
2022-12,BBVA,Tarjetas de crédito,6998.66,2022-12-01
2022-12,Comercio,Tarjetas de crédito,0.0,2022-12-01
2022-12,BCP,Tarjetas de crédito,14088.92,2022-12-01
2022-12,Pichincha,Tarjetas de crédito,539.6,2022-12-01
2022-12,BanBif,Tarjetas de crédito,1216.83,2022-12-01
2022-12,Scotiabank,Tarjetas de crédito,1693.28,2022-12-01
2022-12,Citibank,Tarjetas de crédito,6109.07,2022-12-01
2022-12,Interbank,Tarjetas de crédito,1255.14,2022-12-01
2022-12,Mibanco,Tarjetas de crédito,0.0,2022-12-01
2022-12,GNB,Tarjetas de crédito,0.0,2022-12-01
2022-12,Falabella,Tarjetas de crédito,0.0,2022-12-01
2022-12,Santander,Tarjetas de crédito,0.0,2022-12-01
2022-12,Ripley,Tarjetas de crédito,0.0,2022-12-01
2022-12,Alfin Banco,Tarjetas de crédito,0.0,2022-12-01
2022-12,ICBC,Tarjetas de crédito,0.0,2022-12-01
2022-12,Bank of China,Tarjetas de crédito,0.0,2022-12-01
2022-12,BCI,Tarjetas de crédito,0.0,2022-12-01
2022-12,BBVA,Descuentos,742101.64,2022-12-01
2022-12,Comercio,Descuentos,4123.44,2022-12-01
2022-12,BCP,Descuentos,1503225.58,2022-12-01
2022-12,Pichincha,Descuentos,126639.87,2022-12-01
2022-12,BanBif,Descuentos,117826.96,2022-12-01
2022-12,Scotiabank,Descuentos,456433.9,2022-12-01
2022-12,Citibank,Descuentos,0.0,2022-12-01
2022-12,Interbank,Descuentos,412073.37,2022-12-01
2022-12,Mibanco,Descuentos,0.0,2022-12-01
2022-12,GNB,Descuentos,4147.06,2022-12-01
2022-12,Falabella,Descuentos,0.0,2022-12-01
2022-12,Santander,Descuentos,117844.73,2022-12-01
2022-12,Ripley,Descuentos,0.0,2022-12-01
2022-12,Alfin Banco,Descuentos,0.0,2022-12-01
2022-12,ICBC,Descuentos,0.0,2022-12-01
2022-12,Bank of China,Descuentos,0.0,2022-12-01
2022-12,BCI,Descuentos,0.0,2022-12-01
2022-12,BBVA,Préstamos,6738398.94,2022-12-01
2022-12,Comercio,Préstamos,46772.99,2022-12-01
2022-12,BCP,Préstamos,13393623.69,2022-12-01
2022-12,Pichincha,Préstamos,428176.52,2022-12-01
2022-12,BanBif,Préstamos,2211902.81,2022-12-01
2022-12,Scotiabank,Préstamos,5719602.23,2022-12-01
2022-12,Citibank,Préstamos,345493.74,2022-12-01
2022-12,Interbank,Préstamos,4533575.59,2022-12-01
2022-12,Mibanco,Préstamos,0.0,2022-12-01
2022-12,GNB,Préstamos,323067.82,2022-12-01
2022-12,Falabella,Préstamos,0.0,2022-12-01
2022-12,Santander,Préstamos,1755693.97,2022-12-01
2022-12,Ripley,Préstamos,0.0,2022-12-01
2022-12,Alfin Banco,Préstamos,0.0,2022-12-01
2022-12,ICBC,Préstamos,72616.8,2022-12-01
2022-12,Bank of China,Préstamos,0.0,2022-12-01
2022-12,BCI,Préstamos,123725.83,2022-12-01
2022-12,BBVA,Factoring,249227.98,2022-12-01
2022-12,Comercio,Factoring,0.0,2022-12-01
2022-12,BCP,Factoring,1186416.66,2022-12-01
2022-12,Pichincha,Factoring,1857.95,2022-12-01
2022-12,BanBif,Factoring,86407.89,2022-12-01
2022-12,Scotiabank,Factoring,321972.17,2022-12-01
2022-12,Citibank,Factoring,463185.28,2022-12-01
2022-12,Interbank,Factoring,127343.6,2022-12-01
2022-12,Mibanco,Factoring,0.0,2022-12-01
2022-12,GNB,Factoring,0.0,2022-12-01
2022-12,Falabella,Factoring,0.0,2022-12-01
2022-12,Santander,Factoring,7542.65,2022-12-01
2022-12,Ripley,Factoring,0.0,2022-12-01
2022-12,Alfin Banco,Factoring,0.0,2022-12-01
2022-12,ICBC,Factoring,0.0,2022-12-01
2022-12,Bank of China,Factoring,0.0,2022-12-01
2022-12,BCI,Factoring,0.0,2022-12-01
2022-12,BBVA,Arrendamiento financiero y Lease-back,1393851.9,2022-12-01
2022-12,Comercio,Arrendamiento financiero y Lease-back,2296.64,2022-12-01
2022-12,BCP,Arrendamiento financiero y Lease-back,2369716.42,2022-12-01
2022-12,Pichincha,Arrendamiento financiero y Lease-back,40065.55,2022-12-01
2022-12,BanBif,Arrendamiento financiero y Lease-back,447811.75,2022-12-01
2022-12,Scotiabank,Arrendamiento financiero y Lease-back,903374.44,2022-12-01
2022-12,Citibank,Arrendamiento financiero y Lease-back,0.0,2022-12-01
2022-12,Interbank,Arrendamiento financiero y Lease-back,650219.72,2022-12-01
2022-12,Mibanco,Arrendamiento financiero y Lease-back,0.0,2022-12-01
2022-12,GNB,Arrendamiento financiero y Lease-back,6514.78,2022-12-01
2022-12,Falabella,Arrendamiento financiero y Lease-back,0.0,2022-12-01
2022-12,Santander,Arrendamiento financiero y Lease-back,466255.42,2022-12-01
2022-12,Ripley,Arrendamiento financiero y Lease-back,0.0,2022-12-01
2022-12,Alfin Banco,Arrendamiento financiero y Lease-back,0.0,2022-12-01
2022-12,ICBC,Arrendamiento financiero y Lease-back,8046.01,2022-12-01
2022-12,Bank of China,Arrendamiento financiero y Lease-back,0.0,2022-12-01
2022-12,BCI,Arrendamiento financiero y Lease-back,0.0,2022-12-01
2022-12,BBVA,Comercio exterior,3379356.27,2022-12-01
