periodo,banco,sector,creditos_miles,fecha
2021-12,Interbank,"Transporte, Almacenamiento y Comunicaciones",1082284.72,2021-12-01
2021-12,Mibanco,"Transporte, Almacenamiento y Comunicaciones",1547231.9,2021-12-01
2021-12,GNB,"Transporte, Almacenamiento y Comunicaciones",134859.66,2021-12-01
2021-12,Falabella,"Transporte, Almacenamiento y Comunicaciones",0.0,2021-12-01
2021-12,Santander,"Transporte, Almacenamiento y Comunicaciones",434611.54,2021-12-01
2021-12,Ripley,"Transporte, Almacenamiento y Comunicaciones",0.0,2021-12-01
2021-12,Alfin Banco,"Transporte, Almacenamiento y Comunicaciones",0.0,2021-12-01
2021-12,ICBC,"Transporte, Almacenamiento y Comunicaciones",0.0,2021-12-01
2021-12,Bank of China,"Transporte, Almacenamiento y Comunicaciones",0.0,2021-12-01
2021-12,BBVA,Intermediación Financiera,1811652.75,2021-12-01
2021-12,Comercio,Intermediación Financiera,0.31,2021-12-01
2021-12,BCP,Intermediación Financiera,5184830.82,2021-12-01
2021-12,Pichincha,Intermediación Financiera,265587.65,2021-12-01
2021-12,BanBif,Intermediación Financiera,580462.53,2021-12-01
2021-12,Scotiabank,Intermediación Financiera,1479641.11,2021-12-01
2021-12,Citibank,Intermediación Financiera,177726.88,2021-12-01
2021-12,Interbank,Intermediación Financiera,822950.31,2021-12-01
2021-12,Mibanco,Intermediación Financiera,10883.48,2021-12-01
2021-12,GNB,Intermediación Financiera,281948.43,2021-12-01
2021-12,Falabella,Intermediación Financiera,0.0,2021-12-01
2021-12,Santander,Intermediación Financiera,215118.16,2021-12-01
2021-12,Ripley,Intermediación Financiera,0.0,2021-12-01
2021-12,Alfin Banco,Intermediación Financiera,0.0,2021-12-01
2021-12,ICBC,Intermediación Financiera,108209.95,2021-12-01
2021-12,Bank of China,Intermediación Financiera,0.0,2021-12-01
2021-12,BBVA,"Actividades Inmobiliarias, Empresariales y de Alquiler",4069603.1,2021-12-01
2021-12,Comercio,"Actividades Inmobiliarias, Empresariales y de Alquiler",47005.91,2021-12-01
2021-12,BCP,"Actividades Inmobiliarias, Empresariales y de Alquiler",10564123.35,2021-12-01
2021-12,Pichincha,"Actividades Inmobiliarias, Empresariales y de Alquiler",465387.01,2021-12-01
2021-12,BanBif,"Actividades Inmobiliarias, Empresariales y de Alquiler",1110155.9,2021-12-01
2021-12,Scotiabank,"Actividades Inmobiliarias, Empresariales y de Alquiler",4176109.25,2021-12-01
2021-12,Citibank,"Actividades Inmobiliarias, Empresariales y de Alquiler",26931.7,2021-12-01
2021-12,Interbank,"Actividades Inmobiliarias, Empresariales y de Alquiler",4582840.5,2021-12-01
2021-12,Mibanco,"Actividades Inmobiliarias, Empresariales y de Alquiler",1061716.77,2021-12-01
2021-12,GNB,"Actividades Inmobiliarias, Empresariales y de Alquiler",68819.67,2021-12-01
2021-12,Falabella,"Actividades Inmobiliarias, Empresariales y de Alquiler",0.0,2021-12-01
2021-12,Santander,"Actividades Inmobiliarias, Empresariales y de Alquiler",1008399.22,2021-12-01
2021-12,Ripley,"Actividades Inmobiliarias, Empresariales y de Alquiler",0.0,2021-12-01
2021-12,Alfin Banco,"Actividades Inmobiliarias, Empresariales y de Alquiler",5096.02,2021-12-01
2021-12,ICBC,"Actividades Inmobiliarias, Empresariales y de Alquiler",593.86,2021-12-01
2021-12,Bank of China,"Actividades Inmobiliarias, Empresariales y de Alquiler",0.0,2021-12-01
2021-12,BBVA,Administración Pública y Defensa,185705.1,2021-12-01
2021-12,Comercio,Administración Pública y Defensa,1000.08,2021-12-01
2021-12,BCP,Administración Pública y Defensa,143570.37,2021-12-01
2021-12,Pichincha,Administración Pública y Defensa,10015.38,2021-12-01
2021-12,BanBif,Administración Pública y Defensa,0.0,2021-12-01
2021-12,Scotiabank,Administración Pública y Defensa,115058.87,2021-12-01
2021-12,Citibank,Administración Pública y Defensa,0.0,2021-12-01
2021-12,Interbank,Administración Pública y Defensa,119316.87,2021-12-01
2021-12,Mibanco,Administración Pública y Defensa,4753.0,2021-12-01
2021-12,GNB,Administración Pública y Defensa,0.0,2021-12-01
2021-12,Falabella,Administración Pública y Defensa,0.0,2021-12-01
2021-12,Santander,Administración Pública y Defensa,0.0,2021-12-01
2021-12,Ripley,Administración Pública y Defensa,0.0,2021-12-01
2021-12,Alfin Banco,Administración Pública y Defensa,0.0,2021-12-01
2021-12,ICBC,Administración Pública y Defensa,0.0,2021-12-01
2021-12,Bank of China,Administración Pública y Defensa,0.0,2021-12-01
2021-12,BBVA,Enseñanza,716825.97,2021-12-01
2021-12,Comercio,Enseñanza,9595.47,2021-12-01
2021-12,BCP,Enseñanza,1816697.16,2021-12-01
2021-12,Pichincha,Enseñanza,1942.74,2021-12-01
2021-12,BanBif,Enseñanza,283665.85,2021-12-01
2021-12,Scotiabank,Enseñanza,1159798.74,2021-12-01
2021-12,Citibank,Enseñanza,0.0,2021-12-01
2021-12,Interbank,Enseñanza,222656.72,2021-12-01
2021-12,Mibanco,Enseñanza,56947.58,2021-12-01
2021-12,GNB,Enseñanza,0.0,2021-12-01
2021-12,Falabella,Enseñanza,0.0,2021-12-01
2021-12,Santander,Enseñanza,114793.63,2021-12-01
2021-12,Ripley,Enseñanza,0.0,2021-12-01
2021-12,Alfin Banco,Enseñanza,0.0,2021-12-01
2021-12,ICBC,Enseñanza,0.0,2021-12-01
2021-12,Bank of China,Enseñanza,0.0,2021-12-01
2021-12,BBVA,Servicios Sociales y Salud,762527.57,2021-12-01
2021-12,Comercio,Servicios Sociales y Salud,4326.31,2021-12-01
2021-12,BCP,Servicios Sociales y Salud,668076.11,2021-12-01
2021-12,Pichincha,Servicios Sociales y Salud,25099.68,2021-12-01
2021-12,BanBif,Servicios Sociales y Salud,41030.98,2021-12-01
2021-12,Scotiabank,Servicios Sociales y Salud,319254.26,2021-12-01
2021-12,Citibank,Servicios Sociales y Salud,232.49,2021-12-01
2021-12,Interbank,Servicios Sociales y Salud,62444.33,2021-12-01
2021-12,Mibanco,Servicios Sociales y Salud,134034.15,2021-12-01
2021-12,GNB,Servicios Sociales y Salud,1768.04,2021-12-01
2021-12,Falabella,Servicios Sociales y Salud,0.0,2021-12-01
2021-12,Santander,Servicios Sociales y Salud,15670.48,2021-12-01
2021-12,Ripley,Servicios Sociales y Salud,0.0,2021-12-01
2021-12,Alfin Banco,Servicios Sociales y Salud,0.0,2021-12-01
2021-12,ICBC,Servicios Sociales y Salud,0.0,2021-12-01
2021-12,Bank of China,Servicios Sociales y Salud,0.0,2021-12-01
2021-12,BBVA,Otras Actividades de Servicios Comunitarios,707014.76,2021-12-01
2021-12,Comercio,Otras Actividades de Servicios Comunitarios,11039.66,2021-12-01
2021-12,BCP,Otras Actividades de Servicios Comunitarios,8011376.61,2021-12-01
2021-12,Pichincha,Otras Actividades de Servicios Comunitarios,85976.81,2021-12-01
2021-12,BanBif,Otras Actividades de Servicios Comunitarios,139334.45,2021-12-01
2021-12,Scotiabank,Otras Actividades de Servicios Comunitarios,686997.68,2021-12-01
2021-12,Citibank,Otras Actividades de Servicios Comunitarios,0.0,2021-12-01
2021-12,Interbank,Otras Actividades de Servicios Comunitarios,271464.43,2021-12-01
2021-12,Mibanco,Otras Actividades de Servicios Comunitarios,211385.98,2021-12-01
2021-12,GNB,Otras Actividades de Servicios Comunitarios,64499.53,2021-12-01
2021-12,Falabella,Otras Actividades de Servicios Comunitarios,84.27,2021-12-01
2021-12,Santander,Otras Actividades de Servicios Comunitarios,149959.17,2021-12-01
2021-12,Ripley,Otras Actividades de Servicios Comunitarios,0.0,2021-12-01
2021-12,Alfin Banco,Otras Actividades de Servicios Comunitarios,0.0,2021-12-01
2021-12,ICBC,Otras Actividades de Servicios Comunitarios,0.0,2021-12-01
2021-12,Bank of China,Otras Actividades de Servicios Comunitarios,0.0,2021-12-01
2021-12,BBVA,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,683962.47,2021-12-01
2021-12,Comercio,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,3769.24,2021-12-01
2021-12,BCP,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,10290.51,2021-12-01
2021-12,Pichincha,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,514413.91,2021-12-01
2021-12,BanBif,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,160612.69,2021-12-01
2021-12,Scotiabank,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,822521.24,2021-12-01
2021-12,Citibank,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2021-12-01
2021-12,Interbank,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,35043.07,2021-12-01
2021-12,Mibanco,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,342.49,2021-12-01
2021-12,GNB,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2021-12-01
2021-12,Falabella,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2021-12-01
2021-12,Santander,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2021-12-01
2021-12,Ripley,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2021-12-01
2021-12,Alfin Banco,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2021-12-01
2021-12,ICBC,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2021-12-01
2021-12,Bank of China,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,0.0,2021-12-01
2022-12,BBVA,"Agricultura, Ganadería, Caza y Silvicultura",3144822.97,2022-12-01
2022-12,Comercio,"Agricultura, Ganadería, Caza y Silvicultura",47187.42,2022-12-01
2022-12,BCP,"Agricultura, Ganadería, Caza y Silvicultura",3357799.26,2022-12-01
2022-12,Pichincha,"Agricultura, Ganadería, Caza y Silvicultura",420666.38,2022-12-01
2022-12,BanBif,"Agricultura, Ganadería, Caza y Silvicultura",1097882.54,2022-12-01
2022-12,Scotiabank,"Agricultura, Ganadería, Caza y Silvicultura",2055808.98,2022-12-01
2022-12,Citibank,"Agricultura, Ganadería, Caza y Silvicultura",46.48,2022-12-01
2022-12,Interbank,"Agricultura, Ganadería, Caza y Silvicultura",1876285.97,2022-12-01
2022-12,Mibanco,"Agricultura, Ganadería, Caza y Silvicultura",416675.13,2022-12-01
2022-12,GNB,"Agricultura, Ganadería, Caza y Silvicultura",171683.79,2022-12-01
2022-12,Falabella,"Agricultura, Ganadería, Caza y Silvicultura",0.0,2022-12-01
2022-12,Santander,"Agricultura, Ganadería, Caza y Silvicultura",1019192.71,2022-12-01
2022-12,Ripley,"Agricultura, Ganadería, Caza y Silvicultura",0.0,2022-12-01
2022-12,Alfin Banco,"Agricultura, Ganadería, Caza y Silvicultura",0.0,2022-12-01
2022-12,ICBC,"Agricultura, Ganadería, Caza y Silvicultura",193925.7,2022-12-01
2022-12,Bank of China,"Agricultura, Ganadería, Caza y Silvicultura",0.0,2022-12-01
2022-12,BCI,"Agricultura, Ganadería, Caza y Silvicultura",47675.0,2022-12-01
2022-12,BBVA,Pesca,296374.53,2022-12-01
2022-12,Comercio,Pesca,0.0,2022-12-01
2022-12,BCP,Pesca,467539.85,2022-12-01
2022-12,Pichincha,Pesca,21915.26,2022-12-01
2022-12,BanBif,Pesca,16470.79,2022-12-01
2022-12,Scotiabank,Pesca,55028.61,2022-12-01
2022-12,Citibank,Pesca,0.0,2022-12-01
2022-12,Interbank,Pesca,349369.36,2022-12-01
2022-12,Mibanco,Pesca,30923.0,2022-12-01
2022-12,GNB,Pesca,14795.54,2022-12-01
2022-12,Falabella,Pesca,0.0,2022-12-01
2022-12,Santander,Pesca,112777.58,2022-12-01
2022-12,Ripley,Pesca,0.0,2022-12-01
2022-12,Alfin Banco,Pesca,0.0,2022-12-01
2022-12,ICBC,Pesca,3051.2,2022-12-01
2022-12,Bank of China,Pesca,0.0,2022-12-01
2022-12,BCI,Pesca,0.0,2022-12-01
2022-12,BBVA,Minería,1136403.3,2022-12-01
2022-12,Comercio,Minería,1749.62,2022-12-01
2022-12,BCP,Minería,3933719.94,2022-12-01
2022-12,Pichincha,Minería,57479.23,2022-12-01
2022-12,BanBif,Minería,486456.61,2022-12-01
2022-12,Scotiabank,Minería,1653978.01,2022-12-01
2022-12,Citibank,Minería,174750.06,2022-12-01
2022-12,Interbank,Minería,1226021.96,2022-12-01
2022-12,Mibanco,Minería,6919.03,2022-12-01
2022-12,GNB,Minería,2288.4,2022-12-01
2022-12,Falabella,Minería,0.0,2022-12-01
2022-12,Santander,Minería,355793.98,2022-12-01
2022-12,Ripley,Minería,0.0,2022-12-01
2022-12,Alfin Banco,Minería,0.0,2022-12-01
2022-12,ICBC,Minería,122506.15,2022-12-01
2022-12,Bank of China,Minería,19070.0,2022-12-01
2022-12,BCI,Minería,0.0,2022-12-01
2022-12,BBVA,Industria Manufacturera,10691305.57,2022-12-01
2022-12,Comercio,Industria Manufacturera,77301.1,2022-12-01
2022-12,BCP,Industria Manufacturera,20076282.82,2022-12-01
2022-12,Pichincha,Industria Manufacturera,650455.95,2022-12-01
2022-12,BanBif,Industria Manufacturera,2136874.28,2022-12-01
2022-12,Scotiabank,Industria Manufacturera,9908734.08,2022-12-01
2022-12,Citibank,Industria Manufacturera,828206.51,2022-12-01
2022-12,Interbank,Industria Manufacturera,4937063.65,2022-12-01
2022-12,Mibanco,Industria Manufacturera,1105511.01,2022-12-01
2022-12,GNB,Industria Manufacturera,99665.18,2022-12-01
2022-12,Falabella,Industria Manufacturera,0.0,2022-12-01
2022-12,Santander,Industria Manufacturera,981017.16,2022-12-01
2022-12,Ripley,Industria Manufacturera,0.0,2022-12-01
2022-12,Alfin Banco,Industria Manufacturera,0.0,2022-12-01
2022-12,ICBC,Industria Manufacturera,332228.4,2022-12-01
2022-12,Bank of China,Industria Manufacturera,0.0,2022-12-01
2022-12,BCI,Industria Manufacturera,0.0,2022-12-01
2022-12,BBVA,"Electricidad, Gas y Agua",1233807.59,2022-12-01
2022-12,Comercio,"Electricidad, Gas y Agua",0.15,2022-12-01
2022-12,BCP,"Electricidad, Gas y Agua",4507801.45,2022-12-01
2022-12,Pichincha,"Electricidad, Gas y Agua",837.77,2022-12-01
2022-12,BanBif,"Electricidad, Gas y Agua",118790.18,2022-12-01
2022-12,Scotiabank,"Electricidad, Gas y Agua",2306613.83,2022-12-01
2022-12,Citibank,"Electricidad, Gas y Agua",104341.07,2022-12-01
2022-12,Interbank,"Electricidad, Gas y Agua",922774.83,2022-12-01
2022-12,Mibanco,"Electricidad, Gas y Agua",12076.95,2022-12-01
2022-12,GNB,"Electricidad, Gas y Agua",0.0,2022-12-01
2022-12,Falabella,"Electricidad, Gas y Agua",0.0,2022-12-01
2022-12,Santander,"Electricidad, Gas y Agua",6343.14,2022-12-01
2022-12,Ripley,"Electricidad, Gas y Agua",0.0,2022-12-01
2022-12,Alfin Banco,"Electricidad, Gas y Agua",0.0,2022-12-01
2022-12,ICBC,"Electricidad, Gas y Agua",88506.46,2022-12-01
2022-12,Bank of China,"Electricidad, Gas y Agua",20000.0,2022-12-01
2022-12,BCI,"Electricidad, Gas y Agua",0.0,2022-12-01
2022-12,BBVA,Construcción,1063506.05,2022-12-01
2022-12,Comercio,Construcción,15344.0,2022-12-01
2022-12,BCP,Construcción,2519522.19,2022-12-01
2022-12,Pichincha,Construcción,204690.25,2022-12-01
2022-12,BanBif,Construcción,358936.16,2022-12-01
2022-12,Scotiabank,Construcción,259439.79,2022-12-01
2022-12,Citibank,Construcción,10611.13,2022-12-01
2022-12,Interbank,Construcción,461708.97,2022-12-01
2022-12,Mibanco,Construcción,568017.06,2022-12-01
2022-12,GNB,Construcción,85527.71,2022-12-01
2022-12,Falabella,Construcción,0.0,2022-12-01
2022-12,Santander,Construcción,240890.26,2022-12-01
2022-12,Ripley,Construcción,0.0,2022-12-01
2022-12,Alfin Banco,Construcción,0.0,2022-12-01
2022-12,ICBC,Construcción,0.0,2022-12-01
2022-12,Bank of China,Construcción,0.0,2022-12-01
2022-12,BCI,Construcción,0.0,2022-12-01
2022-12,BBVA,Comercio,13821173.28,2022-12-01
2022-12,Comercio,Comercio,52237.36,2022-12-01
2022-12,BCP,Comercio,19167544.52,2022-12-01
2022-12,Pichincha,Comercio,1362009.63,2022-12-01
2022-12,BanBif,Comercio,1843781.9,2022-12-01
2022-12,Scotiabank,Comercio,8502012.1,2022-12-01
2022-12,Citibank,Comercio,377424.22,2022-12-01
2022-12,Interbank,Comercio,4398616.44,2022-12-01
2022-12,Mibanco,Comercio,6869106.8,2022-12-01
2022-12,GNB,Comercio,253827.8,2022-12-01
2022-12,Falabella,Comercio,0.0,2022-12-01
2022-12,Santander,Comercio,1072177.67,2022-12-01
2022-12,Ripley,Comercio,0.0,2022-12-01
2022-12,Alfin Banco,Comercio,0.0,2022-12-01
2022-12,ICBC,Comercio,177227.84,2022-12-01
2022-12,Bank of China,Comercio,40070.0,2022-12-01
2022-12,BCI,Comercio,39070.0,2022-12-01
2022-12,BBVA,Hoteles y Restaurantes,1623100.97,2022-12-01
2022-12,Comercio,Hoteles y Restaurantes,154.75,2022-12-01
2022-12,BCP,Hoteles y Restaurantes,1915178.81,2022-12-01
2022-12,Pichincha,Hoteles y Restaurantes,27274.78,2022-12-01
2022-12,BanBif,Hoteles y Restaurantes,106008.23,2022-12-01
2022-12,Scotiabank,Hoteles y Restaurantes,432397.93,2022-12-01
2022-12,Citibank,Hoteles y Restaurantes,0.0,2022-12-01
2022-12,Interbank,Hoteles y Restaurantes,350934.17,2022-12-01
2022-12,Mibanco,Hoteles y Restaurantes,854243.19,2022-12-01
2022-12,GNB,Hoteles y Restaurantes,1853.77,2022-12-01
2022-12,Falabella,Hoteles y Restaurantes,0.0,2022-12-01
2022-12,Santander,Hoteles y Restaurantes,141681.67,2022-12-01
2022-12,Ripley,Hoteles y Restaurantes,0.0,2022-12-01
2022-12,Alfin Banco,Hoteles y Restaurantes,0.0,2022-12-01
2022-12,ICBC,Hoteles y Restaurantes,0.0,2022-12-01
2022-12,Bank of China,Hoteles y Restaurantes,0.0,2022-12-01
2022-12,BCI,Hoteles y Restaurantes,0.0,2022-12-01
2022-12,BBVA,"Transporte, Almacenamiento y Comunicaciones",6299938.96,2022-12-01
2022-12,Comercio,"Transporte, Almacenamiento y Comunicaciones",17131.24,2022-12-01
2022-12,BCP,"Transporte, Almacenamiento y Comunicaciones",5064019.75,2022-12-01
2022-12,Pichincha,"Transporte, Almacenamiento y Comunicaciones",231384.03,2022-12-01
2022-12,BanBif,"Transporte, Almacenamiento y Comunicaciones",495313.97,2022-12-01
2022-12,Scotiabank,"Transporte, Almacenamiento y Comunicaciones",3210963.59,2022-12-01
2022-12,Citibank,"Transporte, Almacenamiento y Comunicaciones",29861.91,2022-12-01
2022-12,Interbank,"Transporte, Almacenamiento y Comunicaciones",1017645.52,2022-12-01
2022-12,Mibanco,"Transporte, Almacenamiento y Comunicaciones",1533915.12,2022-12-01
2022-12,GNB,"Transporte, Almacenamiento y Comunicaciones",123654.79,2022-12-01
2022-12,Falabella,"Transporte, Almacenamiento y Comunicaciones",0.0,2022-12-01
2022-12,Santander,"Transporte, Almacenamiento y Comunicaciones",483484.7,2022-12-01
2022-12,Ripley,"Transporte, Almacenamiento y Comunicaciones",0.0,2022-12-01
2022-12,Alfin Banco,"Transporte, Almacenamiento y Comunicaciones",0.0,2022-12-01
2022-12,ICBC,"Transporte, Almacenamiento y Comunicaciones",3810.27,2022-12-01
2022-12,Bank of China,"Transporte, Almacenamiento y Comunicaciones",0.0,2022-12-01
2022-12,BCI,"Transporte, Almacenamiento y Comunicaciones",19070.0,2022-12-01
2022-12,BBVA,Intermediación Financiera,2278989.72,2022-12-01
2022-12,Comercio,Intermediación Financiera,3000.0,2022-12-01
2022-12,BCP,Intermediación Financiera,6099037.54,2022-12-01
2022-12,Pichincha,Intermediación Financiera,362946.38,2022-12-01
2022-12,BanBif,Intermediación Financiera,500633.19,2022-12-01
2022-12,Scotiabank,Intermediación Financiera,1621517.18,2022-12-01
2022-12,Citibank,Intermediación Financiera,346757.36,2022-12-01
2022-12,Interbank,Intermediación Financiera,316434.84,2022-12-01
2022-12,Mibanco,Intermediación Financiera,11122.85,2022-12-01
2022-12,GNB,Intermediación Financiera,356343.93,2022-12-01
2022-12,Falabella,Intermediación Financiera,0.0,2022-12-01
2022-12,Santander,Intermediación Financiera,166493.02,2022-12-01
2022-12,Ripley,Intermediación Financiera,0.0,2022-12-01
2022-12,Alfin Banco,Intermediación Financiera,0.0,2022-12-01
2022-12,ICBC,Intermediación Financiera,248421.96,2022-12-01
2022-12,Bank of China,Intermediación Financiera,38140.0,2022-12-01
2022-12,BCI,Intermediación Financiera,51442.0,2022-12-01
2022-12,BBVA,"Actividades Inmobiliarias, Empresariales y de Alquiler",3809945.09,2022-12-01
2022-12,Comercio,"Actividades Inmobiliarias, Empresariales y de Alquiler",34590.5,2022-12-01
2022-12,BCP,"Actividades Inmobiliarias, Empresariales y de Alquiler",8955957.52,2022-12-01
2022-12,Pichincha,"Actividades Inmobiliarias, Empresariales y de Alquiler",346334.64,2022-12-01
2022-12,BanBif,"Actividades Inmobiliarias, Empresariales y de Alquiler",1131774.41,2022-12-01
2022-12,Scotiabank,"Actividades Inmobiliarias, Empresariales y de Alquiler",3302559.07,2022-12-01
2022-12,Citibank,"Actividades Inmobiliarias, Empresariales y de Alquiler",9871.7,2022-12-01
2022-12,Interbank,"Actividades Inmobiliarias, Empresariales y de Alquiler",4490850.25,2022-12-01
2022-12,Mibanco,"Actividades Inmobiliarias, Empresariales y de Alquiler",1135314.77,2022-12-01
2022-12,GNB,"Actividades Inmobiliarias, Empresariales y de Alquiler",88023.41,2022-12-01
2022-12,Falabella,"Actividades Inmobiliarias, Empresariales y de Alquiler",0.0,2022-12-01
2022-12,Santander,"Actividades Inmobiliarias, Empresariales y de Alquiler",1007284.95,2022-12-01
2022-12,Ripley,"Actividades Inmobiliarias, Empresariales y de Alquiler",0.0,2022-12-01
2022-12,Alfin Banco,"Actividades Inmobiliarias, Empresariales y de Alquiler",3732.92,2022-12-01
2022-12,ICBC,"Actividades Inmobiliarias, Empresariales y de Alquiler",0.0,2022-12-01
2022-12,Bank of China,"Actividades Inmobiliarias, Empresariales y de Alquiler",0.0,2022-12-01
2022-12,BCI,"Actividades Inmobiliarias, Empresariales y de Alquiler",55550.83,2022-12-01
2022-12,BBVA,Administración Pública y Defensa,107355.14,2022-12-01
2022-12,Comercio,Administración Pública y Defensa,859.69,2022-12-01
2022-12,BCP,Administración Pública y Defensa,117855.19,2022-12-01
2022-12,Pichincha,Administración Pública y Defensa,3313.58,2022-12-01
2022-12,BanBif,Administración Pública y Defensa,766.89,2022-12-01
2022-12,Scotiabank,Administración Pública y Defensa,75119.1,2022-12-01
2022-12,Citibank,Administración Pública y Defensa,0.0,2022-12-01
2022-12,Interbank,Administración Pública y Defensa,81267.05,2022-12-01
2022-12,Mibanco,Administración Pública y Defensa,4969.7,2022-12-01
2022-12,GNB,Administración Pública y Defensa,0.0,2022-12-01
2022-12,Falabella,Administración Pública y Defensa,0.0,2022-12-01
2022-12,Santander,Administración Pública y Defensa,0.0,2022-12-01
2022-12,Ripley,Administración Pública y Defensa,0.0,2022-12-01
2022-12,Alfin Banco,Administración Pública y Defensa,0.0,2022-12-01
2022-12,ICBC,Administración Pública y Defensa,0.0,2022-12-01
2022-12,Bank of China,Administración Pública y Defensa,0.0,2022-12-01
2022-12,BCI,Administración Pública y Defensa,0.0,2022-12-01
2022-12,BBVA,Enseñanza,615202.21,2022-12-01
2022-12,Comercio,Enseñanza,5753.65,2022-12-01
2022-12,BCP,Enseñanza,1631854.43,2022-12-01
2022-12,Pichincha,Enseñanza,1372.34,2022-12-01
2022-12,BanBif,Enseñanza,293587.96,2022-12-01
2022-12,Scotiabank,Enseñanza,1282619.09,2022-12-01
2022-12,Citibank,Enseñanza,0.0,2022-12-01
2022-12,Interbank,Enseñanza,191071.6,2022-12-01
2022-12,Mibanco,Enseñanza,58222.58,2022-12-01
2022-12,GNB,Enseñanza,0.0,2022-12-01
2022-12,Falabella,Enseñanza,0.0,2022-12-01
2022-12,Santander,Enseñanza,125508.06,2022-12-01
2022-12,Ripley,Enseñanza,0.0,2022-12-01
2022-12,Alfin Banco,Enseñanza,0.0,2022-12-01
2022-12,ICBC,Enseñanza,0.0,2022-12-01
2022-12,Bank of China,Enseñanza,0.0,2022-12-01
2022-12,BCI,Enseñanza,0.0,2022-12-01
2022-12,BBVA,Servicios Sociales y Salud,727079.06,2022-12-01
2022-12,Comercio,Servicios Sociales y Salud,2550.01,2022-12-01
2022-12,BCP,Servicios Sociales y Salud,638965.82,2022-12-01
2022-12,Pichincha,Servicios Sociales y Salud,47891.14,2022-12-01
2022-12,BanBif,Servicios Sociales y Salud,55957.1,2022-12-01
2022-12,Scotiabank,Servicios Sociales y Salud,306035.27,2022-12-01
2022-12,Citibank,Servicios Sociales y Salud,57942.05,2022-12-01
2022-12,Interbank,Servicios Sociales y Salud,102285.88,2022-12-01
2022-12,Mibanco,Servicios Sociales y Salud,144026.19,2022-12-01
2022-12,GNB,Servicios Sociales y Salud,829.06,2022-12-01
2022-12,Falabella,Servicios Sociales y Salud,0.0,2022-12-01
2022-12,Santander,Servicios Sociales y Salud,11466.76,2022-12-01
2022-12,Ripley,Servicios Sociales y Salud,0.0,2022-12-01
2022-12,Alfin Banco,Servicios Sociales y Salud,0.0,2022-12-01
2022-12,ICBC,Servicios Sociales y Salud,0.0,2022-12-01
2022-12,Bank of China,Servicios Sociales y Salud,0.0,2022-12-01
2022-12,BCI,Servicios Sociales y Salud,0.0,2022-12-01
2022-12,BBVA,Otras Actividades de Servicios Comunitarios,669280.39,2022-12-01
2022-12,Comercio,Otras Actividades de Servicios Comunitarios,5185.39,2022-12-01
2022-12,BCP,Otras Actividades de Servicios Comunitarios,6580878.38,2022-12-01
2022-12,Pichincha,Otras Actividades de Servicios Comunitarios,53792.76,2022-12-01
2022-12,BanBif,Otras Actividades de Servicios Comunitarios,112729.65,2022-12-01
2022-12,Scotiabank,Otras Actividades de Servicios Comunitarios,509569.82,2022-12-01
2022-12,Citibank,Otras Actividades de Servicios Comunitarios,0.0,2022-12-01
2022-12,Interbank,Otras Actividades de Servicios Comunitarios,212039.75,2022-12-01
2022-12,Mibanco,Otras Actividades de Servicios Comunitarios,219769.29,2022-12-01
2022-12,GNB,Otras Actividades de Servicios Comunitarios,57729.36,2022-12-01
2022-12,Falabella,Otras Actividades de Servicios Comunitarios,1035.28,2022-12-01
2022-12,Santander,Otras Actividades de Servicios Comunitarios,163057.53,2022-12-01
2022-12,Ripley,Otras Actividades de Servicios Comunitarios,0.0,2022-12-01
2022-12,Alfin Banco,Otras Actividades de Servicios Comunitarios,0.0,2022-12-01
2022-12,ICBC,Otras Actividades de Servicios Comunitarios,0.0,2022-12-01
2022-12,Bank of China,Otras Actividades de Servicios Comunitarios,0.0,2022-12-01
2022-12,BCI,Otras Actividades de Servicios Comunitarios,0.0,2022-12-01
2022-12,BBVA,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,834476.53,2022-12-01
2022-12,Comercio,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,4595.74,2022-12-01
2022-12,BCP,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,7992.14,2022-12-01
2022-12,Pichincha,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,537884.24,2022-12-01
2022-12,BanBif,Hogares Privados c/Serv. Doméstico y Órganos Extraterritoriales,155664.99,2022-12-01
